,spread_favorite,over_under_line,favorite_win,favorite_home,fav_elev_change,fav_temp_dif,fav_humidity_diff,fav_wind_diff,fav_rank_diff
5764,-3.0,38.5,False,True,0.0,0.0,0.0,0.0,8.0
5765,-6.5,37.0,True,True,0.0,0.0,0.0,0.0,4.0
5766,-4.5,36.0,True,True,0.0,0.0,0.0,0.0,1.0
5767,-2.5,37.0,False,False,138.4,-8.804878048780493,-4.125,0.7560975609756095,14.0
5768,-1.0,36.5,True,True,0.0,0.0,0.0,0.0,11.0
5769,-8.0,44.0,False,True,0.0,0.0,0.0,0.0,-7.0
5770,-3.0,44.0,False,True,0.0,0.0,0.0,0.0,-4.0
5771,-5.5,43.0,True,True,0.0,0.0,0.0,0.0,15.0
5772,-5.5,46.0,False,True,0.0,0.0,0.0,0.0,20.0
5773,-10.0,42.0,True,True,0.0,0.0,0.0,0.0,-1.0
5774,-2.5,42.0,True,False,-1609.4,9.179487179487182,36.194029850746276,1.7820512820512828,23.0
5775,-3.5,53.0,True,False,-264.8,2.4266666666666623,-66.0,-1.4666666666666666,-12.0
5776,-3.5,42.0,True,True,0.0,0.0,0.0,0.0,15.0
5777,-9.5,43.0,True,True,0.0,0.0,0.0,0.0,2.0
5778,-3.0,45.0,False,True,0.0,0.0,0.0,0.0,-18.0
5779,-3.0,39.0,False,True,0.0,0.0,0.0,0.0,15.0
5780,-3.0,40.0,True,True,0.0,0.0,0.0,0.0,-3.0
5781,-1.5,33.5,False,True,0.0,0.0,0.0,0.0,8.0
5782,-2.5,44.0,False,False,-258.79999999999995,11.727272727272727,3.5970149253731383,-2.74025974025974,3.0
5783,-4.5,30.0,True,True,0.0,0.0,0.0,0.0,-15.0
5784,-6.5,42.5,True,True,0.0,0.0,0.0,0.0,9.0
5785,-5.0,37.5,False,False,-180.2,5.424999999999998,20.0,6.45,-3.0
5786,-7.0,32.0,True,True,0.0,0.0,0.0,0.0,2.0
5787,-3.0,45.5,False,True,0.0,0.0,0.0,0.0,-21.0
5788,-7.0,40.0,False,True,0.0,0.0,0.0,0.0,-7.0
5789,-6.0,43.5,True,True,0.0,0.0,0.0,0.0,16.0
5790,-6.0,53.0,True,True,0.0,0.0,0.0,0.0,-19.0
5791,-3.5,44.5,True,True,0.0,0.0,0.0,0.0,2.0
5792,-4.0,44.0,True,True,0.0,0.0,0.0,0.0,4.0
5793,-7.0,41.5,True,False,235.0,0.544303797468352,15.869565217391298,1.3670886075949369,22.0
5794,-3.0,42.0,False,True,0.0,0.0,0.0,0.0,25.0
5795,-4.5,31.0,True,True,0.0,0.0,0.0,0.0,8.0
5796,-6.5,40.0,False,False,282.2,4.033333333333331,-35.33333333333333,2.0,14.0
5797,-9.0,47.0,False,True,0.0,0.0,0.0,0.0,13.0
5798,-7.0,42.5,False,False,-1417.3,3.1794871794871824,21.19402985074627,-5.217948717948717,16.0
5799,-3.0,39.5,True,True,0.0,0.0,0.0,0.0,21.0
5800,-8.0,39.0,True,True,0.0,0.0,0.0,0.0,-12.0
5801,-6.0,46.0,True,True,0.0,0.0,0.0,0.0,2.0
5802,-3.0,42.0,False,False,342.3,4.7088607594936684,-13.171875,2.3417721518987342,25.0
5803,-7.5,37.0,True,True,0.0,0.0,0.0,0.0,8.0
5804,-6.5,48.5,False,True,0.0,0.0,0.0,0.0,10.0
5805,-1.0,40.5,True,False,-149.4,17.15714285714286,-4.245901639344268,1.628571428571428,21.0
5806,-2.0,42.0,True,True,0.0,0.0,0.0,0.0,-8.0
5807,-7.0,39.5,False,True,0.0,0.0,0.0,0.0,6.0
5808,-3.0,40.0,True,True,0.0,0.0,0.0,0.0,14.0
5809,-2.0,35.5,True,True,0.0,0.0,0.0,0.0,-1.0
5810,-4.5,33.5,True,True,0.0,0.0,0.0,0.0,9.0
5811,-1.0,56.5,False,False,37.799999999999976,-19.0,-7.0,10.0,10.0
5812,-7.0,35.5,True,True,0.0,0.0,0.0,0.0,-11.0
5813,-3.0,45.5,False,False,-259.1,20.189873417721518,-1.3428571428571416,-5.1645569620253164,6.0
5814,-2.5,49.5,False,True,0.0,0.0,0.0,0.0,-8.0
5815,-7.0,40.5,True,False,-90.6,-6.329545454545452,2.615384615384613,5.386363636363637,3.0
5816,-6.5,49.5,True,True,0.0,0.0,0.0,0.0,-19.0
5817,-1.5,44.5,False,False,363.7,6.240506329113928,-9.94202898550725,2.50632911392405,21.0
5818,-9.0,34.5,False,True,0.0,0.0,0.0,0.0,-12.0
5819,-3.0,34.5,False,True,0.0,0.0,0.0,0.0,24.0
5820,-7.0,44.0,True,True,0.0,0.0,0.0,0.0,15.0
5821,-6.0,41.0,False,True,0.0,0.0,0.0,0.0,27.0
5822,-3.0,34.0,False,False,175.9,1.6341463414634134,11.083333333333336,5.548780487804878,4.0
5823,-6.0,35.0,True,True,0.0,0.0,0.0,0.0,14.0
5824,-3.5,37.0,False,True,0.0,0.0,0.0,0.0,3.0
5825,-7.0,58.0,True,True,0.0,0.0,0.0,0.0,20.0
5826,-1.0,32.0,True,False,-45.4,-11.83673469387755,-14.189189189189186,7.6734693877551035,4.0
5827,-4.0,36.5,False,True,0.0,0.0,0.0,0.0,-4.0
5828,-5.5,34.0,False,True,0.0,0.0,0.0,0.0,17.0
5829,-2.5,50.5,False,False,49.0,11.670454545454547,-82.38461538461539,-3.613636363636364,-7.0
5830,-1.5,41.5,False,True,0.0,0.0,0.0,0.0,-15.0
5831,-7.0,38.0,True,True,0.0,0.0,0.0,0.0,20.0
5832,-3.5,56.5,False,False,-263.9,27.189873417721518,-67.34285714285714,-12.164556962025314,-2.0
5833,-3.5,34.5,True,True,0.0,0.0,0.0,0.0,10.0
5834,-8.5,54.5,True,True,0.0,0.0,0.0,0.0,21.0
5835,-4.5,50.0,True,True,0.0,0.0,0.0,0.0,15.0
5836,-3.5,41.0,True,False,-128.7,-8.493333333333332,-8.97014925373135,-4.48,1.0
5837,-3.5,41.0,True,True,0.0,0.0,0.0,0.0,4.0
5838,-1.0,39.0,True,True,0.0,0.0,0.0,0.0,2.0
5839,-7.0,43.0,True,False,160.4,6.240506329113928,23.05797101449275,-1.4936708860759502,6.0
5840,-10.0,38.5,True,True,0.0,0.0,0.0,0.0,23.0
5841,-4.5,47.5,True,False,-143.6,-8.051282051282051,-37.513888888888886,16.26923076923077,2.0
5842,-3.0,40.0,True,False,-317.94,-17.670212765957444,26.13793103448276,4.75531914893617,18.0
5843,-6.0,48.5,True,False,-1610.2,31.986666666666665,-51.25757575757576,-9.413333333333334,2.0
5844,-8.0,48.0,True,True,0.0,0.0,0.0,0.0,3.0
5845,-3.0,36.0,False,True,0.0,0.0,0.0,0.0,-12.0
5846,-8.0,44.5,True,False,-49.40000000000001,-30.0,-13.0,8.0,18.0
5847,-1.5,38.0,True,False,235.9,-0.3658536585365866,15.083333333333336,-2.451219512195122,10.0
5848,-4.0,40.5,True,False,-172.79999999999995,5.506666666666668,17.02985074626865,-1.4800000000000004,-2.0
5849,-9.5,37.0,True,True,0.0,0.0,0.0,0.0,-10.0
5850,-3.0,38.0,True,True,0.0,0.0,0.0,0.0,26.0
5851,-2.0,40.0,True,True,0.0,0.0,0.0,0.0,-12.0
5852,-7.5,36.0,True,True,0.0,0.0,0.0,0.0,-2.0
5853,-3.0,51.0,True,False,-196.0,32.95061728395062,-72.60563380281691,-10.82716049382716,16.0
5854,-8.0,42.0,True,True,0.0,0.0,0.0,0.0,1.0
5855,-3.0,52.0,True,False,240.5,-0.9605263157894726,24.15151515151515,-7.578947368421053,11.0
5856,-3.5,36.0,True,True,0.0,0.0,0.0,0.0,9.0
5857,-8.5,54.0,True,False,-43.1,0.0,-77.0,0.0,23.0
5858,-4.0,38.0,False,True,0.0,0.0,0.0,0.0,5.0
5859,-10.0,34.5,True,True,0.0,0.0,0.0,0.0,2.0
5860,-7.0,35.5,True,False,-0.8999999999999999,5.240506329113927,16.05797101449275,11.50632911392405,27.0
5861,-6.0,45.5,True,True,0.0,0.0,0.0,0.0,-7.0
5862,-3.0,54.0,False,True,0.0,0.0,0.0,0.0,17.0
5863,-7.0,34.5,True,True,0.0,0.0,0.0,0.0,12.0
5864,-11.5,42.5,False,True,0.0,0.0,0.0,0.0,23.0
5865,-6.0,37.5,True,True,0.0,0.0,0.0,0.0,3.0
5866,-3.0,39.0,False,False,216.1,-21.56756756756757,5.203125,-0.8513513513513518,-14.0
5867,-9.0,47.5,True,True,0.0,0.0,0.0,0.0,-4.0
5868,-3.0,36.5,True,False,373.1,9.634146341463412,-15.916666666666664,-0.4512195121951219,13.0
5869,-2.0,43.0,True,True,0.0,0.0,0.0,0.0,-20.0
5870,-7.0,51.0,True,True,0.0,0.0,0.0,0.0,2.0
5871,-1.0,52.0,True,False,-263.1,10.723684210526317,-0.5555555555555571,-3.1052631578947363,19.0
5872,-3.0,33.0,True,True,0.0,0.0,0.0,0.0,4.0
5873,-2.0,39.5,True,True,0.0,0.0,0.0,0.0,-4.0
5874,-11.0,49.0,True,True,0.0,0.0,0.0,0.0,10.0
5875,-3.0,46.5,True,True,0.0,0.0,0.0,0.0,-21.0
5876,-5.5,48.5,True,True,0.0,0.0,0.0,0.0,2.0
5877,-7.0,42.0,True,True,0.0,0.0,0.0,0.0,6.0
5878,-6.5,37.0,False,True,0.0,0.0,0.0,0.0,11.0
5879,-5.0,34.0,True,False,-175.2,38.90909090909091,1.3888888888888855,-4.363636363636363,-15.0
5880,-3.0,35.5,True,False,-360.6,18.482352941176472,13.465753424657535,-5.9294117647058835,-11.0
5881,-12.0,54.0,True,True,0.0,0.0,0.0,0.0,1.0
5882,-6.0,37.0,True,True,0.0,0.0,0.0,0.0,5.0
5883,-11.0,41.0,True,False,213.6,4.346666666666663,10.627118644067801,-2.8666666666666667,26.0
5884,-7.0,40.5,False,False,-88.10000000000002,-30.116279069767447,27.666666666666664,8.209302325581397,-2.0
5885,-2.0,46.5,True,False,-220.9,24.301886792452837,-60.65116279069768,-6.528301886792453,6.0
5886,-7.0,42.0,False,True,0.0,0.0,0.0,0.0,-5.0
5887,-8.0,38.5,True,False,57.0,5.414634146341463,-7.352112676056336,1.0487804878048779,23.0
5888,-4.0,42.5,True,True,0.0,0.0,0.0,0.0,-11.0
5889,-4.5,35.0,True,True,0.0,0.0,0.0,0.0,-9.0
5890,-10.5,47.0,True,True,0.0,0.0,0.0,0.0,23.0
5891,-6.5,54.0,False,True,0.0,0.0,0.0,0.0,-6.0
5892,-7.0,34.0,True,True,0.0,0.0,0.0,0.0,5.0
5893,-10.0,57.0,True,False,-213.7,0.0,-79.0,0.0,21.0
5894,-9.0,41.0,True,True,0.0,0.0,0.0,0.0,18.0
5895,-7.0,49.0,False,True,0.0,0.0,0.0,0.0,-1.0
5896,-7.0,44.5,True,True,0.0,0.0,0.0,0.0,5.0
5897,-11.0,38.5,True,True,0.0,0.0,0.0,0.0,6.0
5898,-10.0,34.0,True,True,0.0,0.0,0.0,0.0,19.0
5899,-7.5,46.0,True,True,0.0,0.0,0.0,0.0,17.0
5900,-7.0,36.0,False,True,0.0,0.0,0.0,0.0,-11.0
5901,-11.5,41.0,True,True,0.0,0.0,0.0,0.0,-2.0
5902,-2.5,53.0,True,False,-81.99999999999997,7.723684210526315,-13.555555555555555,-1.1052631578947365,-9.0
5903,-3.5,41.0,True,True,0.0,0.0,0.0,0.0,-10.0
5904,-10.0,36.5,True,False,-364.6,-0.5176470588235276,-7.534246575342465,1.0705882352941174,6.0
5905,-6.5,36.5,True,False,-57.6,9.233766233766232,23.671641791044774,-6.103896103896103,-9.0
5906,-3.0,52.5,False,False,-1346.3000000000004,-14.625,3.0806451612903203,6.916666666666666,4.0
5907,-7.5,43.5,False,True,0.0,0.0,0.0,0.0,-8.0
5908,-11.5,45.0,True,True,0.0,0.0,0.0,0.0,6.0
5909,-6.5,41.5,True,True,0.0,0.0,0.0,0.0,-1.0
5910,-7.5,48.5,True,True,0.0,0.0,0.0,0.0,11.0
5911,-3.5,49.5,True,True,0.0,0.0,0.0,0.0,-28.0
5912,-3.0,48.5,True,False,-81.80000000000003,4.883720930232556,-58.33333333333334,-0.7906976744186046,3.0
5913,-3.0,41.5,False,False,186.2,-11.0,-45.0,8.0,21.0
5914,-1.0,34.0,False,True,0.0,0.0,0.0,0.0,3.0
5915,-3.5,37.0,False,True,0.0,0.0,0.0,0.0,8.0
5916,-3.0,41.0,True,False,9.900000000000006,-4.0909090909090935,-16.611111111111118,8.636363636363637,3.0
5917,-8.0,35.0,True,False,92.6,-34.84523809523809,19.653846153846157,10.988095238095235,-2.0
5918,-10.0,44.0,False,False,-15.599999999999998,22.346666666666664,-4.3728813559322015,-3.8666666666666667,5.0
5919,-3.5,56.0,False,True,0.0,0.0,0.0,0.0,-15.0
5920,-9.5,60.0,True,True,0.0,0.0,0.0,0.0,19.0
5921,-4.0,50.5,True,False,-1428.3,-13.625,27.08064516129032,-6.083333333333334,-5.0
5922,-10.0,41.5,True,False,-181.6,18.909090909090907,10.388888888888888,-0.3636363636363633,-2.0
5923,-5.0,34.0,True,True,0.0,0.0,0.0,0.0,-13.0
5924,-6.5,44.0,True,True,0.0,0.0,0.0,0.0,4.0
5925,-9.0,40.5,True,True,0.0,0.0,0.0,0.0,21.0
5926,-6.0,37.0,True,True,0.0,0.0,0.0,0.0,-5.0
5927,-7.0,56.0,True,True,0.0,0.0,0.0,0.0,27.0
5928,-7.0,44.0,True,True,0.0,0.0,0.0,0.0,14.0
5929,-2.5,35.0,False,False,103.4,-0.7662337662337677,-12.328358208955224,-2.103896103896103,-17.0
5930,-6.5,46.5,True,True,0.0,0.0,0.0,0.0,8.0
5931,-6.5,36.5,False,True,0.0,0.0,0.0,0.0,8.0
5932,-1.5,39.0,False,True,0.0,0.0,0.0,0.0,-14.0
5933,-4.0,42.5,True,True,0.0,0.0,0.0,0.0,-4.0
5934,-4.0,38.5,True,True,0.0,0.0,0.0,0.0,-12.0
5935,-4.0,41.0,False,False,-205.8,-23.66666666666667,1.0,6.333333333333332,6.0
5936,-2.5,45.5,False,False,-101.1,-13.0,19.4,8.0,-22.0
5937,-3.5,46.0,False,False,139.9,29.666666666666664,-77.6,-10.5,-8.0
5938,-5.5,41.0,True,True,0.0,0.0,0.0,0.0,-2.0
5939,-6.5,51.5,False,False,-119.49999999999996,19.0,3.25,-5.538461538461538,17.0
5940,-2.5,43.0,True,False,-5.2,-18.599999999999994,20.66666666666667,-0.5999999999999996,16.0
5941,-1.0,38.5,True,True,0.0,0.0,0.0,0.0,-21.0
5942,-4.0,37.5,True,False,-190.9,3.833333333333336,-5.666666666666671,1.833333333333333,-19.0
5943,-10.0,41.0,False,True,0.0,0.0,0.0,0.0,4.0
5944,-10.0,44.0,True,True,0.0,0.0,0.0,0.0,-6.0
5945,-3.0,34.0,False,True,0.0,0.0,0.0,0.0,-13.0
5946,-7.0,46.0,False,True,0.0,0.0,0.0,0.0,6.0
5947,-9.5,33.0,False,True,0.0,0.0,0.0,0.0,5.0
5948,-13.0,37.0,True,True,0.0,0.0,0.0,0.0,18.0
5949,-11.0,33.0,True,True,0.0,0.0,0.0,0.0,-7.0
5950,-6.5,42.5,False,True,0.0,0.0,0.0,0.0,-12.0
5951,-4.0,51.0,False,True,0.0,0.0,0.0,0.0,-7.0
5952,-10.0,56.0,True,True,0.0,0.0,0.0,0.0,6.0
5953,-6.0,52.5,False,True,0.0,0.0,0.0,0.0,15.0
5954,-9.0,35.5,True,True,0.0,0.0,0.0,0.0,-9.0
5955,-6.5,49.0,True,True,0.0,0.0,0.0,0.0,-5.0
5956,-1.0,51.0,True,True,0.0,0.0,0.0,0.0,1.0
5957,-8.0,47.0,True,True,0.0,0.0,0.0,0.0,17.0
5958,-6.0,37.0,True,True,0.0,0.0,0.0,0.0,9.0
5959,-3.0,36.5,True,False,342.3,-4.566666666666663,-8.5,-0.09999999999999963,25.0
5960,-7.5,50.0,True,True,0.0,0.0,0.0,0.0,26.0
5961,-6.0,33.0,True,True,0.0,0.0,0.0,0.0,9.0
5962,-4.5,46.0,False,False,-186.6,-10.34210526315789,18.0,19.710526315789476,17.0
5963,-5.0,41.0,False,True,0.0,0.0,0.0,0.0,18.0
5964,-7.0,40.5,True,True,0.0,0.0,0.0,0.0,27.0
5965,-1.5,37.5,True,True,0.0,0.0,0.0,0.0,-2.0
5966,-4.5,38.5,False,False,-1602.4,14.224999999999996,37.9,-1.5999999999999996,4.0
5967,-6.0,43.5,False,True,0.0,0.0,0.0,0.0,5.0
5968,-3.0,40.0,True,True,0.0,0.0,0.0,0.0,2.0
5969,-3.0,46.0,True,True,0.0,0.0,0.0,0.0,-10.0
5970,-3.5,44.5,True,False,44.1,1.3030303030302974,-4.603448275862064,-1.9090909090909087,12.0
5971,-6.5,45.5,False,True,0.0,0.0,0.0,0.0,-4.0
5972,-4.5,39.0,True,True,0.0,0.0,0.0,0.0,18.0
5973,-3.0,47.0,True,False,-179.6,-3.0,-13.0,4.0,4.0
5974,-3.0,48.5,True,True,0.0,0.0,0.0,0.0,-6.0
5975,-2.0,41.5,False,False,300.0,2.414285714285711,-66.19354838709678,-8.428571428571429,4.0
5976,-6.0,37.0,True,True,0.0,0.0,0.0,0.0,9.0
5977,-3.5,36.0,False,False,135.4,-3.0,6.766666666666667,-2.6052631578947367,21.0
5978,-2.5,35.0,True,True,0.0,0.0,0.0,0.0,-25.0
5979,-1.0,41.5,True,True,0.0,0.0,0.0,0.0,-6.0
5980,-11.5,43.0,True,True,0.0,0.0,0.0,0.0,23.0
5981,-1.5,53.0,True,False,-263.1,-9.042253521126767,7.015625,0.7042253521126759,16.0
5982,-9.0,46.0,True,True,0.0,0.0,0.0,0.0,13.0
5983,-1.0,44.0,True,False,186.2,13.65789473684211,-41.0,5.7105263157894735,9.0
5984,-7.0,43.0,False,True,0.0,0.0,0.0,0.0,-2.0
5985,-3.0,44.0,True,True,0.0,0.0,0.0,0.0,-3.0
5986,-3.0,47.0,True,True,0.0,0.0,0.0,0.0,17.0
5987,-2.5,34.0,False,False,-106.3,-5.0,7.5,8.0,1.0
5988,-3.0,44.0,False,False,197.5,11.845070422535214,-7.762711864406782,-6.014084507042254,15.0
5989,-4.5,39.5,True,False,-353.3,6.985294117647058,-69.31147540983606,-7.352941176470589,19.0
5990,-6.0,36.0,False,True,0.0,0.0,0.0,0.0,-3.0
5991,-3.0,43.0,True,True,0.0,0.0,0.0,0.0,-14.0
5992,-3.0,41.5,False,True,0.0,0.0,0.0,0.0,-1.0
5993,-6.5,46.0,True,True,0.0,0.0,0.0,0.0,14.0
5994,-6.5,42.0,True,True,0.0,0.0,0.0,0.0,5.0
5995,-6.5,41.0,True,False,-161.0,-16.470588235294116,-2.9795918367346914,-0.10294117647058876,7.0
5996,-5.5,42.5,True,True,0.0,0.0,0.0,0.0,19.0
5997,-8.5,47.0,True,True,0.0,0.0,0.0,0.0,18.0
5998,-3.5,37.5,False,False,-213.1,8.390243902439027,8.903225806451617,3.414634146341464,-2.0
5999,-3.5,44.5,True,True,0.0,0.0,0.0,0.0,-11.0
6000,-2.5,34.5,False,True,0.0,0.0,0.0,0.0,12.0
6001,-13.5,47.0,True,True,0.0,0.0,0.0,0.0,14.0
6002,-3.0,38.0,True,False,203.6,-17.728571428571428,16.03174603174604,-0.4142857142857146,-8.0
6003,-3.0,39.0,True,False,-16.200000000000017,2.303030303030297,22.396551724137936,0.09090909090909084,25.0
6004,-3.0,36.0,False,True,0.0,0.0,0.0,0.0,10.0
6005,-2.5,49.0,True,True,0.0,0.0,0.0,0.0,1.0
6006,-6.5,35.0,True,True,0.0,0.0,0.0,0.0,2.0
6007,-3.0,46.0,True,True,0.0,0.0,0.0,0.0,-2.0
6008,-3.0,46.0,True,True,0.0,0.0,0.0,0.0,-11.0
6009,-5.5,47.0,False,True,0.0,0.0,0.0,0.0,6.0
6010,-7.5,31.5,True,True,0.0,0.0,0.0,0.0,-3.0
6011,-4.0,37.5,False,True,0.0,0.0,0.0,0.0,-7.0
6012,-9.5,41.5,True,True,0.0,0.0,0.0,0.0,15.0
6013,-7.0,45.0,True,False,-44.19999999999999,3.0,0.0,6.0,25.0
6014,-6.0,44.5,True,True,0.0,0.0,0.0,0.0,10.0
6015,-2.5,46.5,False,True,0.0,0.0,0.0,0.0,-2.0
6016,-2.0,37.0,True,True,0.0,0.0,0.0,0.0,-3.0
6017,-3.0,43.0,True,True,0.0,0.0,0.0,0.0,4.0
6018,-3.0,42.0,True,False,153.29999999999995,18.391304347826086,-40.8918918918919,7.717391304347826,8.0
6019,-3.0,48.0,False,True,0.0,0.0,0.0,0.0,4.0
6020,-14.0,47.0,True,False,-224.7,-14.0,0.0,15.0,28.0
6021,-3.5,32.0,False,False,-3.7,-16.594594594594597,14.516129032258064,4.621621621621621,-23.0
6022,-3.0,38.0,True,True,0.0,0.0,0.0,0.0,-11.0
6023,-3.0,41.0,True,True,0.0,0.0,0.0,0.0,-8.0
6024,-1.5,40.5,False,True,0.0,0.0,0.0,0.0,8.0
6025,-7.0,34.5,True,True,0.0,0.0,0.0,0.0,12.0
6026,-3.5,44.0,False,False,160.4,6.544303797468352,-19.130434782608702,-1.6329113924050631,16.0
6027,-3.0,35.0,True,True,0.0,0.0,0.0,0.0,13.0
6028,-2.5,33.0,True,True,0.0,0.0,0.0,0.0,11.0
6029,-2.5,43.5,False,True,0.0,0.0,0.0,0.0,-12.0
6030,-2.0,33.0,True,True,0.0,0.0,0.0,0.0,-22.0
6031,-3.0,45.5,False,True,0.0,0.0,0.0,0.0,-5.0
6032,-8.5,45.5,True,True,0.0,0.0,0.0,0.0,2.0
6033,-3.0,44.5,True,False,-11.0,5.356164383561642,-33.23809523809524,-1.8356164383561648,23.0
6034,-4.5,33.0,True,True,0.0,0.0,0.0,0.0,-14.0
6035,-5.0,36.0,False,True,0.0,0.0,0.0,0.0,15.0
6036,-6.5,42.5,True,True,0.0,0.0,0.0,0.0,11.0
6037,-3.5,45.5,True,True,0.0,0.0,0.0,0.0,1.0
6038,-2.0,37.5,True,True,0.0,0.0,0.0,0.0,-8.0
6039,-3.0,33.0,True,True,0.0,0.0,0.0,0.0,2.0
6040,-4.0,33.5,True,True,0.0,0.0,0.0,0.0,10.0
6041,-3.0,44.0,True,True,0.0,0.0,0.0,0.0,-9.0
6042,-13.0,50.5,True,True,0.0,0.0,0.0,0.0,11.0
